plm_style_code,style_description,color_code,colorway_short_description,gmh_sector_text,gmh_gender_text,gmh_category_text,gmh_sub_category_text,gmh_sub_brand_code,gmh_sub_brand_text,company_code,distribution_channel_code,site_number,site_text,netslsamt_cy,netslscstmerch_cy,netslsqty_cy,netmsrpamt_cy,netslsamt_ly,netslscstmerch_ly,netslsqty_ly,netmsrpamt_ly,eohttlqty_cy,eohstrqty_cy,intranqty_cy,eohttlqty_ly,eohstrqty_ly,intranqty_ly
MV-96275,Women Coats Essential,GRG,Greige,Ready-to-Wear,Women,Outerwear,Coats,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,14797.38,3871.61,44,18237.69,16589.53,5218.07,50,20724.65,91,67,24,123,86,0
MV-59391,Women Weekender Signature,BRG,Bordeaux,Leather Goods,Women,Luggage,Weekender,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,57873.63,14552.29,131,75155.6,43754.05,16138.85,111,63681.46,343,265,78,264,200,0
MV-28714,Men Trousers Luxe,NOI,Noir,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,2740.13,938.05,5,3657.06,3033.6,1049.44,6,4388.47,6,3,3,7,6,0
MV-79924,Unisex Blazers Modern,BLU,Bleu Marine,Ready-to-Wear,Unisex,Outerwear,Blazers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,20864.02,6651.28,72,26684.47,20738.24,5251.89,71,26313.85,146,115,31,135,85,0
MV-60432,Women Suit Sets Essential,CHP,Champagne,Ready-to-Wear,Women,Suits,Suit Sets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,42849.61,15271.53,72,57489.06,51697.28,19050.48,90,71861.32,130,94,36,149,115,0
MV-16895,Women Leather Belts Slim,IVR,Ivoire,Leather Goods,Women,Belts,Leather Belts,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,78984.15,25512.97,70,111396.33,75166.89,19445.14,67,106622.21,249,193,56,198,183,0
MV-35995,Unisex Check-In Modern,BRG,Bordeaux,Leather Goods,Unisex,Luggage,Check-In,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,67540.2,18744.71,181,85191.08,61620.39,16491.92,182,85661.75,363,254,109,436,308,0
MV-56955,Women Ballet Flats Relaxed,SBL,Sable,Footwear,Women,Flats,Ballet Flats,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,51979.47,18747.9,109,72779.92,41499.99,11548.2,89,59425.81,283,188,95,242,231,0
MV-66881,Men Trousers Modern,CAM,Camel,Ready-to-Wear,Men,Bottoms,Trousers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,1011.8,336.86,2,1256.31,503.44,168.33,1,628.16,4,3,1,3,2,0
MV-30253,Men Weekender Essential,ARG,Argent,Leather Goods,Men,Luggage,Weekender,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,41748.94,11494.28,40,50760.05,28543.24,8168.02,28,35532.03,80,71,9,56,55,0
MV-26683,Women Blazers Relaxed,CRM,Cognac,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,19981.49,7165.19,32,26704.4,15213.23,4524.02,25,20862.81,82,78,4,68,49,0
MV-20682,Men Loafers Slim,CAM,Camel,Footwear,Men,Flats,Loafers,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,17047.04,5981.38,23,24311.96,17493.51,6001.98,24,25369.0,85,63,22,97,71,0
MV-68991,Unisex Pouches Heritage,RSE,Rose Poudre,Leather Goods,Unisex,Small Leather Goods,Pouches,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,36023.44,10071.23,38,48660.11,36316.73,10337.64,36,46099.05,50,42,8,45,37,0
MV-96760,Women Blouses Signature,NVY,Navy,Ready-to-Wear,Women,Tops,Blouses,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,8202.31,2538.3,30,10626.36,10669.39,3728.3,38,13460.06,60,46,14,81,78,0
MV-53064,Men Skirts Slim,TRP,Taupe,Ready-to-Wear,Men,Bottoms,Skirts,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,16350.76,5506.23,35,21847.48,15894.09,5815.81,33,20599.05,28,21,7,23,17,0
MV-44718,Women Day Dresses Slim,CAM,Camel,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,92369.49,27464.22,246,123589.0,118289.09,35905.93,309,155239.84,909,824,85,1162,1133,0
MV-97684,Unisex Bracelets Luxe,CRM,Creme,Accessories,Unisex,Jewelry,Bracelets,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,1951.53,613.22,5,2364.55,1162.11,344.45,3,1418.73,6,5,1,4,3,0
MV-92478,Women Blazers Classic,IVR,Ivoire,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,56162.45,20071.52,162,74555.83,61819.77,19707.12,180,82839.81,256,183,73,327,230,0
MV-56438,Men Boots Essential,GRG,Greige,Footwear,Men,Heels,Boots,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,26262.02,8258.55,41,34291.26,28524.65,7440.39,47,39309.49,132,121,11,182,164,0
MV-12665,Women Suit Trousers Essential,SBL,Sable,Ready-to-Wear,Women,Suits,Suit Trousers,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,29160.48,9096.62,62,38554.69,36670.25,13058.51,79,49126.14,226,166,60,269,167,0
MV-83975,Unisex Baseball Caps Classic,NOI,Noir,Accessories,Unisex,Hats,Baseball Caps,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,42414.24,11359.83,112,54966.37,50254.17,14381.19,128,62818.71,335,203,132,328,233,0
MV-12180,Men High Top Signature,NOI,Noir,Footwear,Men,Sneakers,High Top,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,7405.84,2335.75,28,10199.3,8326.84,3132.39,30,10927.83,92,84,8,109,79,0
MV-78937,Men Carry-On Luxe,CAM,Camel,Leather Goods,Men,Luggage,Carry-On,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,35593.16,10640.91,35,47613.52,41743.35,15455.52,41,55775.83,51,33,18,50,45,0
MV-92478,Women Blazers Classic,ROG,Rouge,Ready-to-Wear,Women,Outerwear,Blazers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,17874.52,6265.6,33,21973.66,19824.66,5601.79,38,25303.0,58,44,14,63,55,0
MV-55830,Women Jeans Heritage,CRM,Creme,Ready-to-Wear,Women,Bottoms,Jeans,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,9137.14,2839.08,29,11939.66,12462.48,4305.71,37,15233.36,49,29,20,51,39,0
MV-97684,Unisex Bracelets Luxe,ECR,Ecru,Accessories,Unisex,Jewelry,Bracelets,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,68759.7,22965.92,164,89904.92,73687.69,22578.18,171,93742.33,604,455,149,739,565,0
MV-96200,Women Suit Sets,BRG,Bordeaux,Ready-to-Wear,Women,Suits,Suit Sets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,54702.71,15450.77,112,79999.6,54838.35,19567.96,105,74999.62,361,267,94,317,311,0
MV-90031,Women Loafers Heritage,TRP,Taupe,Footwear,Women,Flats,Loafers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,3993.32,1029.04,7,5203.91,4298.01,1272.63,8,5947.33,17,12,5,22,18,0
MV-19862,Men Pumps Slim,SBL,Sable,Footwear,Men,Heels,Pumps,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,2411.03,691.04,7,3449.7,2925.92,738.83,8,3942.52,4,3,1,5,4,0
MV-15513,Unisex Shorts Heritage,ECR,Ecru,Ready-to-Wear,Unisex,Bottoms,Shorts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,17724.12,4699.72,35,23640.46,16729.52,5806.58,32,21614.13,112,67,45,96,69,0
MV-54089,Unisex Blazers,CRM,Creme,Ready-to-Wear,Unisex,Outerwear,Blazers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,1312.49,446.33,6,1554.01,875.0,286.64,4,1036.0,7,5,2,5,4,0
MV-47196,Women Wallets,ROG,Rouge,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,20711.86,5868.88,61,27677.79,22752.78,6452.7,73,33122.6,166,161,5,238,158,0
MV-30730,Men High Top Luxe,ROG,Rouge,Footwear,Men,Sneakers,High Top,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,4924.71,1469.08,9,6051.89,3402.83,1187.26,6,4034.6,26,16,10,21,18,0
MV-23434,Women Card Holders,TAN,Tan,Leather Goods,Women,Small Leather Goods,Card Holders,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,33143.47,12290.47,46,48679.57,33386.39,11120.6,49,51854.33,32,19,13,30,19,0
MV-49576,Women Jackets Classic,NVY,Navy,Ready-to-Wear,Women,Outerwear,Jackets,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,482.88,133.27,1,696.62,525.62,155.08,1,696.62,3,2,1,3,2,0
MV-42541,Women Blazers Slim,ARG,Argent,Ready-to-Wear,Women,Suits,Blazers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,14785.64,5376.74,24,18613.64,9263.48,2363.6,16,12409.1,50,35,15,41,37,0
MV-27139,Men Jackets Signature,NVY,Navy,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,49097.11,14843.99,71,64521.84,62839.82,21789.14,90,81788.24,253,192,61,345,255,0
MV-94323,Women Round Frames Classic,TRP,Taupe,Accessories,Women,Sunglasses,Round Frames,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,21617.78,6960.99,42,32363.04,26516.93,7965.27,47,36215.79,33,25,8,38,36,0
MV-28776,Women Sandals Essential,TAN,Tan,Footwear,Women,Heels,Sandals,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,136148.01,43498.27,243,177017.21,154486.61,45727.62,280,203970.45,667,504,163,806,703,0
MV-79942,Men Blazers Essential,RSE,Rose Poudre,Ready-to-Wear,Men,Outerwear,Blazers,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,82931.26,29692.84,131,116807.79,103189.9,38147.26,162,144449.33,104,91,13,117,98,0
MV-78614,Women Trousers Signature,GRG,Greige,Ready-to-Wear,Women,Bottoms,Trousers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,8582.75,2491.75,28,10981.96,5753.36,1799.13,20,7844.25,28,24,4,18,14,0
MV-59672,Women Shoulder Bags Classic,CRM,Cognac,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,983.06,269.55,2,1411.68,1044.04,339.17,2,1411.68,5,4,1,5,4,0
MV-51441,Women Jackets Modern,BEG,Beige,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,67965.45,23916.05,118,95263.08,56739.99,17329.97,99,79924.11,464,445,19,398,259,0
MV-89928,Men Suit Trousers Slim,SBL,Sable,Ready-to-Wear,Men,Suits,Suit Trousers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,84585.95,29284.07,153,112608.39,69112.79,21553.97,112,82432.28,446,308,138,389,382,0
MV-20745,Unisex Mini Bags Essential,VRT,Vert,Leather Goods,Unisex,Handbags,Mini Bags,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,59704.2,18403.31,109,80507.87,56346.4,14310.37,101,74599.03,219,198,21,168,132,0
MV-29080,Men Jackets Relaxed,CAM,Camel,Ready-to-Wear,Men,Outerwear,Jackets,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,4161.76,1074.61,8,4955.63,2918.22,838.57,6,3716.72,12,8,4,10,9,0
MV-68878,Men Carry-On Heritage,NOI,Noir,Leather Goods,Men,Luggage,Carry-On,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,346634.14,88598.31,391,504664.58,419736.14,135971.39,491,633734.81,486,407,79,614,459,0
MV-94323,Women Round Frames Classic,VRT,Vert,Accessories,Women,Sunglasses,Round Frames,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,8479.64,3131.86,18,9766.93,9796.3,3221.2,20,10852.15,13,7,6,16,13,0
MV-42541,Women Blazers Slim,TRP,Taupe,Ready-to-Wear,Women,Suits,Blazers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,36328.43,11110.32,81,44021.01,35504.8,12797.73,83,45107.95,121,80,41,140,129,0
MV-51441,Women Jackets Modern,BEG,Beige,Ready-to-Wear,Women,Outerwear,Jackets,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,65242.2,24098.53,151,94562.16,88179.69,28289.73,191,119611.74,322,233,89,422,329,0
MV-30257,Women Weekender Relaxed,ARG,Argent,Leather Goods,Women,Luggage,Weekender,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,12018.75,3964.41,17,17415.49,10636.16,4022.22,15,15366.61,28,26,2,22,18,0
MV-44664,Women Shoulder Bags Modern,TAN,Tan,Leather Goods,Women,Handbags,Shoulder Bags,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,151026.06,38135.85,151,198248.38,148269.62,48920.1,149,195622.58,251,211,40,236,143,0
MV-47196,Women Wallets,ARG,Argent,Leather Goods,Women,Small Leather Goods,Wallets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,19032.31,5133.1,23,25940.26,17433.98,6220.76,22,24812.42,57,45,12,59,46,0
MV-38683,Men Tops Slim,CAM,Camel,Ready-to-Wear,Men,Tops,Tops,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,94734.89,27268.82,237,129973.29,84979.18,22127.33,199,109133.69,172,137,35,162,144,0
MV-93283,Unisex Wallets Luxe,CRM,Creme,Leather Goods,Unisex,Small Leather Goods,Wallets,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,11017.01,3269.39,20,15494.61,9093.48,2864.27,16,12395.69,66,58,8,48,45,0
MV-19862,Men Pumps Slim,BEG,Beige,Footwear,Men,Heels,Pumps,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,45084.61,11833.84,194,62033.55,46170.1,16935.2,215,68748.53,657,545,112,791,673,0
MV-24316,Women Low Top Relaxed,CRM,Cognac,Footwear,Women,Sneakers,Low Top,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,2455.92,781.94,3,3433.22,2324.39,686.17,3,3433.22,4,2,2,4,3,0
MV-41358,Men Chelsea Boots Heritage,IVR,Ivoire,Footwear,Men,Boots,Chelsea Boots,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,19567.23,6662.6,78,24106.95,26789.8,9219.9,97,29979.16,138,134,4,164,115,0
MV-15014,Women Bracelets Modern,ARG,Argent,Accessories,Women,Jewelry,Bracelets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,20947.45,6409.46,48,25561.41,26140.64,9206.34,61,32484.3,168,163,5,224,184,0
MV-22097,Men Leather Belts Essential,IVR,Ivoire,Leather Goods,Men,Belts,Leather Belts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,24506.48,8211.4,41,31565.71,18962.08,5172.32,30,23096.86,146,102,44,108,86,0
MV-68529,Men Ankle Boots,TAN,Tan,Footwear,Men,Boots,Ankle Boots,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,7182.36,1887.53,16,10362.95,5399.8,1879.64,12,7772.21,62,54,8,42,32,0
MV-32527,Women Mules Luxe,BLU,Bleu Marine,Footwear,Women,Heels,Mules,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,46119.17,13250.17,77,64248.79,50629.68,16230.83,87,72592.79,128,127,1,169,155,0
MV-80282,Unisex Baseball Caps Signature,BLU,Bleu Marine,Accessories,Unisex,Hats,Baseball Caps,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,3577.1,1117.87,13,4484.81,3890.79,1255.14,15,5174.78,46,30,16,44,27,0
MV-71537,Women Trousers Heritage,VRT,Vert,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,14529.43,4933.62,51,18918.55,10545.93,3390.82,38,14096.17,98,92,6,68,56,0
MV-49618,Men Square Frames Classic,VRT,Vert,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,6586.11,2006.55,18,8734.63,5170.59,1752.17,14,6793.6,11,10,1,9,8,0
MV-44664,Women Shoulder Bags Modern,BLU,Bleu Marine,Leather Goods,Women,Handbags,Shoulder Bags,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,162154.65,53277.97,197,187532.4,178306.62,66254.48,230,218946.46,677,628,49,762,507,0
MV-36318,Women Ankle Boots Slim,ANT,Anthracite,Footwear,Women,Boots,Ankle Boots,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,241.2,64.78,1,347.48,0.0,0.0,0,0.0,3,2,1,2,1,0
MV-27139,Men Jackets Signature,RSE,Rose Poudre,Ready-to-Wear,Men,Outerwear,Jackets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,6800.52,1867.05,14,8452.04,5377.12,1937.69,11,6640.89,7,5,2,5,4,0
MV-20336,Men Blazers Heritage,CHP,Champagne,Ready-to-Wear,Men,Suits,Blazers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,10034.51,2824.9,17,12303.68,9045.59,2278.66,17,12303.68,60,38,22,49,42,0
MV-57943,Women Shorts Essential,NOI,Noir,Ready-to-Wear,Women,Bottoms,Shorts,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,19253.56,4854.8,33,25078.86,23639.88,7230.32,42,31918.55,32,25,7,43,42,0
MV-99381,Women Fedoras Signature,NOI,Noir,Accessories,Women,Hats,Fedoras,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,3702.86,1269.41,16,4699.22,3059.87,1072.18,14,4111.82,21,18,3,15,11,0
MV-82135,Women Trousers Slim,CRM,Cognac,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,26825.67,7885.85,42,38840.16,19618.0,5653.32,32,29592.5,26,16,10,24,19,0
MV-82135,Women Trousers Slim,ROG,Rouge,Ready-to-Wear,Women,Bottoms,Trousers,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,86877.64,27874.5,130,120732.33,65362.85,17476.88,96,89156.18,128,127,1,86,71,0
MV-68878,Men Carry-On Heritage,ARG,Argent,Leather Goods,Men,Luggage,Carry-On,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,36578.96,10693.71,79,46788.25,23104.11,7731.57,56,33166.35,249,181,68,213,207,0
MV-82199,Men Shorts Classic,IVR,Ivoire,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,14443.64,3759.28,55,17051.72,16643.91,5903.86,69,21392.15,120,98,22,178,157,0
MV-98815,Men Check-In,TRP,Taupe,Leather Goods,Men,Luggage,Check-In,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,5052.87,1904.86,5,6697.72,6401.17,1801.23,6,8037.26,4,3,1,4,2,0
MV-56955,Women Ballet Flats Relaxed,CHP,Champagne,Footwear,Women,Flats,Ballet Flats,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,42167.89,12983.39,75,58987.51,37343.3,12830.52,60,47190.01,70,62,8,60,58,0
MV-87993,Women Fedoras Modern,BRG,Bordeaux,Accessories,Women,Hats,Fedoras,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,5681.67,2045.63,11,6922.96,5667.08,1907.15,11,6922.96,39,28,11,38,24,0
MV-27486,Women Mules Classic,IVR,Ivoire,Footwear,Women,Heels,Mules,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,48009.79,14520.45,97,56483.01,34855.77,9352.11,70,40760.94,145,131,14,109,100,0
MV-86556,Women Evening Dresses Classic,TAN,Tan,Ready-to-Wear,Women,Dresses,Evening Dresses,MV,Maison Voss,300,70,EU_F07M,MV Flagship Paris,9946.73,3508.16,18,14750.5,8884.68,2719.38,17,13931.03,43,31,12,42,35,0
MV-96200,Women Suit Sets,VRT,Vert,Ready-to-Wear,Women,Suits,Suit Sets,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,17130.18,6141.53,34,23122.44,20697.58,5306.41,39,26522.79,75,55,20,103,89,0
MV-59834,Women Skirts,NVY,Navy,Ready-to-Wear,Women,Bottoms,Skirts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,17185.96,5485.13,27,20353.28,14509.67,3957.54,26,19599.46,100,72,28,102,73,0
MV-70258,Men Platform Slim,CRM,Cognac,Footwear,Men,Sneakers,Platform,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,38393.93,12334.02,124,51445.13,37222.43,9396.74,111,46051.69,306,271,35,311,226,0
MV-96341,Women Card Holders Signature,ROG,Rouge,Leather Goods,Women,Small Leather Goods,Card Holders,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,4343.77,1160.91,8,5931.53,3050.5,1049.42,6,4448.64,31,21,10,25,23,0
MV-69634,Women Day Dresses Signature,SBL,Sable,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,25098.03,8139.13,52,32457.84,29098.15,10071.67,63,39323.92,101,65,36,113,77,0
MV-62296,Unisex Bracelets Signature,ECR,Ecru,Accessories,Unisex,Jewelry,Bracelets,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,4203.43,1564.18,9,5707.25,3904.02,1454.65,9,5707.25,15,10,5,16,11,0
MV-54589,Women Carry-On Slim,CRM,Creme,Leather Goods,Women,Luggage,Carry-On,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,28240.49,9067.16,77,37983.21,31198.93,9809.75,84,41436.23,106,87,19,108,79,0
MV-21542,Women Clutches Signature,TRP,Taupe,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,55784.62,17070.14,149,71888.88,58076.62,21052.09,157,75748.68,576,541,35,727,452,0
MV-80468,Men Blouses Relaxed,BRG,Bordeaux,Ready-to-Wear,Men,Tops,Blouses,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,21985.94,8100.73,36,29615.37,25444.93,8736.03,42,34551.26,76,57,19,91,78,0
MV-89299,Men Bracelets Luxe,NVY,Navy,Accessories,Men,Jewelry,Bracelets,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,14597.84,4331.52,42,18777.8,16386.57,5437.69,48,21460.34,109,91,18,125,113,0
MV-94058,Women Chain Belts,CRM,Creme,Leather Goods,Women,Belts,Chain Belts,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,146599.48,39576.97,166,185703.47,160823.01,41123.76,171,191296.95,505,464,41,461,412,0
MV-90356,Women Loafers Signature,CHP,Champagne,Footwear,Women,Flats,Loafers,MV,Maison Voss,300,30,EU_F07M,MV Flagship Paris,38777.14,10332.0,46,53785.3,37892.01,14232.24,43,50277.56,49,37,12,38,27,0
MV-50768,Men Knitwear Modern,BRG,Bordeaux,Ready-to-Wear,Men,Tops,Knitwear,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,21933.86,8062.76,42,30640.37,17344.18,4893.17,32,23345.04,65,50,15,42,28,0
MV-30730,Men High Top Luxe,ARG,Argent,Footwear,Men,Sneakers,High Top,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,33410.16,10515.14,54,46525.0,35026.88,10178.42,61,52556.02,135,117,18,167,119,0
MV-53064,Men Skirts Slim,NOI,Noir,Ready-to-Wear,Men,Bottoms,Skirts,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,25261.26,6351.59,74,31070.17,25901.74,6986.15,74,31070.17,255,215,40,296,242,0
MV-15513,Unisex Shorts Heritage,NOI,Noir,Ready-to-Wear,Unisex,Bottoms,Shorts,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,2247.29,742.97,7,2833.12,1744.99,620.94,6,2428.39,5,4,1,5,3,0
MV-20328,Men Clutches,BRG,Bordeaux,Leather Goods,Men,Handbags,Clutches,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,100146.85,31911.87,109,141550.0,120662.1,38084.09,138,179210.09,96,77,19,133,83,0
MV-44959,Women Blazers Modern,BEG,Beige,Ready-to-Wear,Women,Outerwear,Blazers,MVS,MV Signature,300,30,EU_F07M,MV Flagship Paris,19982.79,5094.42,36,27215.5,20330.69,7686.61,35,26459.51,143,118,25,120,85,0
MV-88366,Men Blazers Classic,RSE,Rose Poudre,Ready-to-Wear,Men,Outerwear,Blazers,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,1357.52,370.88,4,1600.8,1176.71,428.66,4,1600.8,13,10,3,12,8,0
MV-92203,Men Clutches,SBL,Sable,Leather Goods,Men,Handbags,Clutches,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,103966.93,34611.35,97,123571.64,121134.36,36705.58,115,146502.46,217,142,75,257,205,0
MV-41029,Women Ballet Flats Luxe,GRG,Greige,Footwear,Women,Flats,Ballet Flats,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,21544.68,6183.33,30,30810.02,16303.91,5688.79,22,22594.01,109,106,3,97,68,0
MV-49472,Men Square Frames Modern,TRP,Taupe,Accessories,Men,Sunglasses,Square Frames,MV,Maison Voss,300,50,EU_F07M,MV Flagship Paris,3488.72,965.81,6,4205.03,4003.8,1048.61,7,4905.87,17,15,2,20,12,0
MV-37460,Men Jackets Heritage,GRG,Greige,Ready-to-Wear,Men,Outerwear,Jackets,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,31459.43,9600.59,63,41373.52,39849.38,14697.68,75,49254.2,107,67,40,111,107,0
MV-25396,Women Clutches Slim,BEG,Beige,Leather Goods,Women,Handbags,Clutches,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,106948.65,36592.07,134,138772.09,90991.93,32796.9,114,118059.84,487,402,85,490,368,0
MV-82199,Men Shorts Classic,CRM,Cognac,Ready-to-Wear,Men,Bottoms,Shorts,MVS,MV Signature,300,20,EU_F07M,MV Flagship Paris,89720.79,24976.68,138,118544.85,74271.85,24071.49,106,91056.19,457,332,125,307,202,0
MV-96870,Women Day Dresses Relaxed,IVR,Ivoire,Ready-to-Wear,Women,Dresses,Day Dresses,MVS,MV Signature,300,50,EU_F07M,MV Flagship Paris,36724.99,11694.61,200,46989.96,27809.74,8312.36,160,37591.97,239,176,63,170,165,0
MV-95918,Women Suit Sets Modern,GRG,Greige,Ready-to-Wear,Women,Suits,Suit Sets,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,37464.06,10777.87,128,53047.69,43435.61,12376.37,154,63823.0,85,57,28,111,73,0
MV-58566,Men Leather Belts Relaxed,ROG,Rouge,Leather Goods,Men,Belts,Leather Belts,MVS,MV Signature,300,70,EU_F07M,MV Flagship Paris,1077.2,373.81,1,1525.58,0.0,0.0,0,0.0,3,2,1,3,2,0
MV-58434,Women Shoulder Bags Heritage,ROG,Rouge,Leather Goods,Women,Handbags,Shoulder Bags,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,33204.45,11374.54,30,45090.1,22510.2,7378.61,21,31563.07,44,39,5,32,21,0
MV-90031,Women Loafers Heritage,VRT,Vert,Footwear,Women,Flats,Loafers,MV,Maison Voss,300,20,EU_F07M,MV Flagship Paris,75832.65,19555.82,108,91088.12,69142.77,22183.85,106,89401.3,349,305,44,410,289,0
