transaction_id,client_id,transaction_date,store_code,store_name,category,product_name,quantity,unit_price,net_sales_amount,channel,currency
TXN-MV-293531,MVC-00104,2024-11-02,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Heritage,1,5817.86,5503.5,Boutique,USD
TXN-MV-649314,MVC-00104,2025-07-09,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Heritage,1,10097.43,12170.03,Boutique,USD
TXN-MV-101812,MVC-00104,2025-04-08,A800,MV SOHO New York,Handbags,MV Handbags Essential,1,5320.26,5907.79,Boutique,USD
TXN-MV-421140,MVC-00104,2025-04-08,A800,MV SOHO New York,Handbags,MV Handbags Classic,1,6792.37,6358.74,Boutique,USD
TXN-MV-767399,MVC-00105,2023-12-12,J347,MV Flagship Tokyo,Footwear,MV Footwear Essential,1,482.02,487.38,Boutique,USD
TXN-MV-462018,MVC-00105,2023-12-12,J347,MV Flagship Tokyo,Footwear,MV Footwear Classic,1,536.12,541.98,Boutique,USD
TXN-MV-840680,MVC-00105,2023-12-12,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Signature,1,165.16,180.34,Boutique,USD
TXN-MV-566727,MVC-00105,2023-12-12,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Classic,1,170.83,186.32,Boutique,USD
TXN-MV-932199,MVC-00105,2023-12-12,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Classic,1,179.98,155.49,Boutique,USD
TXN-MV-405587,MVC-00105,2023-12-12,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Classic,1,157.33,149.0,Boutique,USD
TXN-MV-742978,MVC-00106,2024-01-15,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Heritage,1,648.26,646.68,Boutique,USD
TXN-MV-674599,MVC-00106,2024-01-15,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Limited,1,621.83,649.33,Boutique,USD
TXN-MV-248249,MVC-00106,2025-06-11,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Signature,1,332.02,290.92,Boutique,USD
TXN-MV-932625,MVC-00106,2025-06-11,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Limited,1,251.61,253.1,Boutique,USD
TXN-MV-603760,MVC-00106,2025-06-11,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Essential,1,256.61,293.46,Boutique,USD
TXN-MV-893691,MVC-00106,2025-06-06,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Essential,1,482.41,432.37,Boutique,USD
TXN-MV-242056,MVC-00106,2025-06-06,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Limited,1,499.11,433.81,Boutique,USD
TXN-MV-756764,MVC-00106,2025-06-06,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Limited,1,449.26,445.48,Boutique,USD
TXN-MV-614290,MVC-00106,2025-06-06,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Classic,1,461.33,437.78,Boutique,USD
TXN-MV-908287,MVC-00106,2024-12-04,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Classic,1,275.6,235.75,Boutique,USD
TXN-MV-193519,MVC-00106,2024-12-04,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Heritage,1,305.49,293.67,Boutique,USD
TXN-MV-699025,MVC-00106,2024-12-04,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Essential,1,246.56,258.06,Boutique,USD
TXN-MV-503598,MVC-00106,2023-09-15,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Signature,1,121.11,128.19,Boutique,USD
TXN-MV-963760,MVC-00106,2023-09-15,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Limited,1,135.82,127.66,Boutique,USD
TXN-MV-286950,MVC-00106,2023-09-15,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Essential,1,121.84,134.32,Boutique,USD
TXN-MV-847016,MVC-00106,2024-03-03,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Heritage,1,834.81,872.33,Boutique,USD
TXN-MV-316779,MVC-00106,2024-03-03,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Essential,1,997.8,818.33,Boutique,USD
TXN-MV-104968,MVC-00107,2024-12-29,A800,MV SOHO New York,Accessories,MV Accessories Signature,1,276.23,296.45,Boutique,USD
TXN-MV-446817,MVC-00107,2024-12-29,A800,MV SOHO New York,Accessories,MV Accessories Signature,1,302.13,289.44,Boutique,USD
TXN-MV-489843,MVC-00107,2024-12-29,A800,MV SOHO New York,Accessories,MV Accessories Limited,1,227.61,235.27,Boutique,USD
TXN-MV-813446,MVC-00107,2025-01-19,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Essential,1,304.42,320.91,Boutique,USD
TXN-MV-424785,MVC-00107,2025-01-19,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Signature,1,324.19,299.54,Boutique,USD
TXN-MV-385857,MVC-00107,2025-01-19,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Limited,1,302.71,279.14,Boutique,USD
TXN-MV-533732,MVC-00107,2025-01-19,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Limited,1,267.3,320.82,Boutique,USD
TXN-MV-756971,MVC-00107,2025-11-07,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Limited,1,977.74,1224.41,Boutique,USD
TXN-MV-220878,MVC-00107,2024-11-19,A800,MV SOHO New York,Ready-to-Wear,MV Ready-to-Wear Signature,1,1185.03,1053.8,Boutique,USD
TXN-MV-813981,MVC-00107,2024-12-17,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Limited,1,286.38,286.53,Boutique,USD
TXN-MV-997065,MVC-00107,2024-12-17,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Essential,1,284.23,330.11,Boutique,USD
TXN-MV-514089,MVC-00107,2024-12-17,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Signature,1,347.49,311.17,Boutique,USD
TXN-MV-591737,MVC-00107,2025-05-27,A800,MV SOHO New York,Handbags,MV Handbags Limited,1,1585.13,1649.39,Boutique,USD
TXN-MV-353495,MVC-00107,2025-11-15,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Limited,1,733.55,695.86,Boutique,USD
TXN-MV-905882,MVC-00107,2024-11-27,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Signature,1,1293.15,1045.6,Boutique,USD
TXN-MV-114901,MVC-00107,2024-11-27,A800,MV SOHO New York,Small Leather Goods,MV Small Leather Goods Signature,1,1153.75,1375.1,Boutique,USD
TXN-MV-510320,MVC-00107,2024-12-13,A800,MV SOHO New York,Handbags,MV Handbags Limited,1,897.38,939.06,Boutique,USD
TXN-MV-789975,MVC-00108,2025-04-10,A800,MV SOHO New York,Handbags,MV Handbags Limited,1,390.57,447.3,Boutique,USD
TXN-MV-984392,MVC-00108,2025-04-10,A800,MV SOHO New York,Handbags,MV Handbags Signature,1,469.31,426.43,Boutique,USD
TXN-MV-268923,MVC-00108,2025-04-10,A800,MV SOHO New York,Handbags,MV Handbags Signature,1,461.86,430.49,Boutique,USD
TXN-MV-748634,MVC-00108,2025-04-10,A800,MV SOHO New York,Handbags,MV Handbags Signature,1,438.33,388.75,Boutique,USD
TXN-MV-499731,MVC-00109,2025-03-06,J347,MV Flagship Tokyo,Accessories,MV Accessories Classic,1,2252.38,2418.85,Event,USD
TXN-MV-691018,MVC-00109,2026-01-20,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Essential,1,2304.73,2760.52,Event,USD
TXN-MV-818914,MVC-00109,2025-08-23,J347,MV Flagship Tokyo,Accessories,MV Accessories Essential,1,680.08,790.63,Event,USD
TXN-MV-349214,MVC-00109,2025-08-23,J347,MV Flagship Tokyo,Accessories,MV Accessories Limited,1,727.77,671.29,Event,USD
TXN-MV-767625,MVC-00109,2025-08-23,J347,MV Flagship Tokyo,Accessories,MV Accessories Limited,1,699.58,788.17,Event,USD
TXN-MV-768040,MVC-00110,2025-01-14,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Signature,1,402.26,341.38,Phone,USD
TXN-MV-369705,MVC-00110,2025-01-14,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Signature,1,339.22,302.44,Phone,USD
TXN-MV-944576,MVC-00110,2025-01-14,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Heritage,1,315.48,348.95,Phone,USD
TXN-MV-231097,MVC-00110,2025-07-11,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Heritage,1,599.74,638.73,Phone,USD
TXN-MV-538017,MVC-00110,2025-07-11,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Limited,1,703.34,646.24,Phone,USD
TXN-MV-507311,MVC-00110,2025-07-11,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Limited,1,630.4,622.99,Phone,USD
TXN-MV-518259,MVC-00110,2025-07-11,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Signature,1,701.34,599.31,Phone,USD
TXN-MV-585884,MVC-00110,2024-02-22,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Essential,1,709.95,696.43,Phone,USD
TXN-MV-493023,MVC-00110,2024-02-22,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Heritage,1,585.29,571.42,Phone,USD
TXN-MV-213927,MVC-00110,2024-02-22,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Essential,1,669.57,601.96,Phone,USD
TXN-MV-153357,MVC-00110,2025-11-13,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Signature,1,612.07,679.19,Phone,USD
TXN-MV-264332,MVC-00110,2025-11-13,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Limited,1,756.53,655.13,Phone,USD
TXN-MV-564498,MVC-00110,2025-11-13,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Classic,1,707.74,645.94,Phone,USD
TXN-MV-799393,MVC-00110,2025-11-13,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Signature,1,623.34,718.17,Phone,USD
TXN-MV-258002,MVC-00110,2025-02-10,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Limited,1,993.66,971.32,Phone,USD
TXN-MV-874337,MVC-00110,2025-02-10,EU_F07M,MV Flagship Paris,Ready-to-Wear,MV Ready-to-Wear Signature,1,1134.39,1047.35,Phone,USD
TXN-MV-809035,MVC-00110,2025-03-31,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Classic,1,2205.64,1778.43,Phone,USD
TXN-MV-994016,MVC-00110,2023-07-23,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Classic,1,841.3,998.65,Phone,USD
TXN-MV-312868,MVC-00110,2023-07-23,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Signature,1,1013.66,839.77,Phone,USD
TXN-MV-169230,MVC-00110,2023-07-23,EU_F07M,MV Flagship Paris,Accessories,MV Accessories Heritage,1,924.17,841.89,Phone,USD
TXN-MV-403815,MVC-00110,2025-11-09,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Heritage,1,592.79,685.78,Phone,USD
TXN-MV-259401,MVC-00110,2025-11-09,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Signature,1,656.14,679.8,Phone,USD
TXN-MV-833859,MVC-00110,2025-04-08,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Heritage,1,503.17,533.69,Phone,USD
TXN-MV-218867,MVC-00110,2025-04-08,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Signature,1,534.48,418.5,Phone,USD
TXN-MV-141291,MVC-00110,2025-04-08,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Signature,1,530.34,472.16,Phone,USD
TXN-MV-600044,MVC-00110,2025-04-08,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Signature,1,514.19,488.35,Phone,USD
TXN-MV-569063,MVC-00110,2025-10-29,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Classic,1,914.21,908.51,Phone,USD
TXN-MV-694315,MVC-00110,2025-10-29,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Heritage,1,893.85,918.42,Phone,USD
TXN-MV-256747,MVC-00111,2025-04-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,591.17,559.98,Boutique,USD
TXN-MV-801396,MVC-00111,2025-04-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,586.34,487.32,Boutique,USD
TXN-MV-845965,MVC-00111,2025-04-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,492.57,589.73,Boutique,USD
TXN-MV-618782,MVC-00111,2025-04-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,533.85,528.97,Boutique,USD
TXN-MV-645712,MVC-00111,2025-06-11,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,376.09,423.19,Boutique,USD
TXN-MV-154537,MVC-00111,2025-06-11,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,399.96,350.45,Boutique,USD
TXN-MV-553980,MVC-00111,2025-06-11,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,325.25,405.56,Boutique,USD
TXN-MV-236996,MVC-00111,2025-11-06,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,1136.72,1361.74,Boutique,USD
TXN-MV-507263,MVC-00111,2025-08-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Classic,1,730.78,642.76,Boutique,USD
TXN-MV-493364,MVC-00111,2025-08-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,662.75,692.94,Boutique,USD
TXN-MV-922209,MVC-00111,2025-08-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Limited,1,671.11,657.64,Boutique,USD
TXN-MV-463058,MVC-00111,2025-08-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,701.18,688.02,Boutique,USD
TXN-MV-944601,MVC-00111,2025-07-31,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,1800.87,1817.61,Boutique,USD
TXN-MV-354763,MVC-00111,2025-03-28,J347,MV Flagship Tokyo,Footwear,MV Footwear Classic,1,2271.89,2187.25,Boutique,USD
TXN-MV-110113,MVC-00111,2026-01-03,J347,MV Flagship Tokyo,Footwear,MV Footwear Classic,1,2620.82,2330.56,Boutique,USD
TXN-MV-761654,MVC-00111,2025-04-22,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,560.65,455.27,Boutique,USD
TXN-MV-227903,MVC-00111,2025-04-22,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,547.95,469.79,Boutique,USD
TXN-MV-882304,MVC-00111,2025-04-22,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,467.62,550.14,Boutique,USD
TXN-MV-196034,MVC-00111,2025-04-22,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,505.95,545.08,Boutique,USD
TXN-MV-755833,MVC-00112,2023-11-20,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,79.74,96.21,Digital,USD
TXN-MV-842640,MVC-00112,2023-11-20,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,90.62,79.57,Digital,USD
TXN-MV-402056,MVC-00112,2023-11-20,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,97.46,76.28,Digital,USD
TXN-MV-376049,MVC-00113,2025-08-31,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Signature,1,523.12,480.45,Phone,USD
TXN-MV-298543,MVC-00113,2025-08-31,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Classic,1,498.41,410.02,Phone,USD
TXN-MV-270313,MVC-00113,2025-03-20,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Limited,1,1243.88,1228.46,Phone,USD
TXN-MV-730775,MVC-00113,2025-03-20,EU_F07M,MV Flagship Paris,Footwear,MV Footwear Limited,1,1197.74,1118.4,Phone,USD
TXN-MV-656322,MVC-00113,2025-07-21,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Classic,1,712.58,776.58,Phone,USD
TXN-MV-363893,MVC-00113,2025-07-21,EU_F07M,MV Flagship Paris,Handbags,MV Handbags Heritage,1,732.9,592.01,Phone,USD
TXN-MV-749954,MVC-00113,2025-01-16,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Limited,1,2409.35,2975.43,Phone,USD
TXN-MV-433864,MVC-00113,2025-12-16,EU_F07M,MV Flagship Paris,Small Leather Goods,MV Small Leather Goods Essential,1,3182.52,3308.85,Phone,USD
TXN-MV-862470,MVC-00114,2026-02-14,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Heritage,1,2074.77,2258.87,Digital,USD
TXN-MV-603787,MVC-00114,2026-02-14,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Heritage,1,2105.67,2272.27,Digital,USD
TXN-MV-428702,MVC-00114,2026-02-14,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,2421.17,1910.19,Digital,USD
TXN-MV-587529,MVC-00114,2026-02-04,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,4456.45,5122.42,Digital,USD
TXN-MV-522829,MVC-00114,2026-02-04,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,5224.64,4654.07,Digital,USD
TXN-MV-260101,MVC-00114,2026-02-04,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,5040.01,4542.82,Digital,USD
TXN-MV-125668,MVC-00114,2026-02-04,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,5111.15,4537.02,Digital,USD
TXN-MV-929816,MVC-00114,2026-02-27,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,2756.26,3490.5,Digital,USD
TXN-MV-327534,MVC-00114,2026-02-27,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,2631.9,3052.96,Digital,USD
TXN-MV-384048,MVC-00114,2026-02-27,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,2799.41,3076.08,Digital,USD
TXN-MV-266006,MVC-00114,2026-02-27,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,3383.12,3405.32,Digital,USD
TXN-MV-553882,MVC-00114,2025-08-30,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,4176.89,3306.84,Digital,USD
TXN-MV-798130,MVC-00114,2025-08-30,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,3520.68,3247.39,Digital,USD
TXN-MV-438986,MVC-00114,2025-08-30,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,3801.79,3286.58,Digital,USD
TXN-MV-643962,MVC-00114,2025-08-30,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,4018.12,3590.25,Digital,USD
TXN-MV-761084,MVC-00114,2025-04-16,J347,MV Flagship Tokyo,Accessories,MV Accessories Heritage,1,6201.22,5751.55,Digital,USD
TXN-MV-227766,MVC-00114,2025-04-16,J347,MV Flagship Tokyo,Accessories,MV Accessories Essential,1,5223.4,5492.2,Digital,USD
TXN-MV-859962,MVC-00114,2025-04-16,J347,MV Flagship Tokyo,Accessories,MV Accessories Heritage,1,6418.19,6518.63,Digital,USD
TXN-MV-568795,MVC-00114,2025-10-16,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,14110.15,13209.17,Digital,USD
TXN-MV-764662,MVC-00114,2025-09-24,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,8399.78,7861.91,Digital,USD
TXN-MV-705258,MVC-00114,2025-09-24,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Heritage,1,8194.49,8666.73,Digital,USD
TXN-MV-437466,MVC-00114,2025-09-24,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,8827.48,7105.34,Digital,USD
TXN-MV-612321,MVC-00114,2026-02-07,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,10536.73,9100.11,Digital,USD
TXN-MV-635780,MVC-00114,2026-02-07,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Classic,1,10263.64,9511.48,Digital,USD
TXN-MV-170176,MVC-00114,2025-09-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,4775.97,4484.94,Digital,USD
TXN-MV-907346,MVC-00114,2025-09-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,5253.63,4737.74,Digital,USD
TXN-MV-915539,MVC-00114,2025-09-21,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,4900.7,4529.62,Digital,USD
TXN-MV-689171,MVC-00114,2025-04-11,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,5831.56,6110.45,Digital,USD
TXN-MV-608242,MVC-00114,2025-04-11,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,5543.1,5432.73,Digital,USD
TXN-MV-964169,MVC-00114,2025-04-11,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,6112.15,5531.52,Digital,USD
TXN-MV-226209,MVC-00114,2025-04-11,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,5750.52,5753.86,Digital,USD
TXN-MV-929118,MVC-00114,2025-07-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Limited,1,7367.07,8262.06,Digital,USD
TXN-MV-111444,MVC-00114,2025-07-18,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,7000.55,6736.02,Digital,USD
TXN-MV-182533,MVC-00114,2025-04-22,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,4422.93,5019.48,Digital,USD
TXN-MV-254785,MVC-00114,2025-04-22,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,4638.76,4544.05,Digital,USD
TXN-MV-722691,MVC-00114,2025-04-22,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,4816.53,3943.93,Digital,USD
TXN-MV-386840,MVC-00114,2025-04-22,J347,MV Flagship Tokyo,Handbags,MV Handbags Limited,1,4169.49,4746.58,Digital,USD
TXN-MV-117779,MVC-00114,2025-11-28,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,4827.76,5286.34,Digital,USD
TXN-MV-600277,MVC-00114,2025-11-28,J347,MV Flagship Tokyo,Handbags,MV Handbags Heritage,1,4977.2,6131.63,Digital,USD
TXN-MV-493246,MVC-00114,2025-11-28,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,4782.66,5466.55,Digital,USD
TXN-MV-774885,MVC-00114,2025-09-22,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,10923.36,12419.58,Digital,USD
TXN-MV-620803,MVC-00114,2025-04-30,J347,MV Flagship Tokyo,Accessories,MV Accessories Classic,1,3450.35,2728.18,Digital,USD
TXN-MV-207220,MVC-00114,2025-04-30,J347,MV Flagship Tokyo,Accessories,MV Accessories Essential,1,2749.72,3254.82,Digital,USD
TXN-MV-185101,MVC-00114,2025-05-27,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,7766.39,7096.57,Digital,USD
TXN-MV-520017,MVC-00114,2025-05-27,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Essential,1,7078.41,7944.31,Digital,USD
TXN-MV-928090,MVC-00114,2025-05-27,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Limited,1,8624.49,8266.38,Digital,USD
TXN-MV-899816,MVC-00114,2025-05-25,J347,MV Flagship Tokyo,Footwear,MV Footwear Heritage,1,12827.48,12111.32,Digital,USD
TXN-MV-601946,MVC-00114,2026-01-20,J347,MV Flagship Tokyo,Handbags,MV Handbags Classic,1,7702.65,9621.55,Digital,USD
TXN-MV-260044,MVC-00114,2026-01-20,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,8930.59,8454.76,Digital,USD
TXN-MV-616137,MVC-00114,2026-02-28,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Classic,1,1886.39,1901.19,Digital,USD
TXN-MV-676749,MVC-00114,2026-02-28,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Classic,1,1547.39,1843.33,Digital,USD
TXN-MV-318981,MVC-00114,2026-02-28,J347,MV Flagship Tokyo,Ready-to-Wear,MV Ready-to-Wear Signature,1,1839.59,1529.63,Digital,USD
TXN-MV-516474,MVC-00114,2025-05-21,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Signature,1,5536.34,5267.63,Digital,USD
TXN-MV-758169,MVC-00114,2025-05-21,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Essential,1,5775.85,6285.51,Digital,USD
TXN-MV-450733,MVC-00114,2025-12-27,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Signature,1,6856.93,6712.18,Digital,USD
TXN-MV-224956,MVC-00114,2025-12-27,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,7127.25,7114.0,Digital,USD
TXN-MV-783051,MVC-00114,2025-12-27,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Essential,1,7817.99,6591.21,Digital,USD
TXN-MV-309864,MVC-00114,2025-06-06,J347,MV Flagship Tokyo,Handbags,MV Handbags Essential,1,11292.1,9909.18,Digital,USD
TXN-MV-823255,MVC-00114,2025-06-06,J347,MV Flagship Tokyo,Handbags,MV Handbags Signature,1,11769.69,11552.04,Digital,USD
TXN-MV-694381,MVC-00114,2025-10-11,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Heritage,1,8215.52,7695.69,Digital,USD
TXN-MV-112960,MVC-00114,2025-10-11,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Signature,1,9866.04,9948.92,Digital,USD
TXN-MV-580126,MVC-00114,2025-07-24,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Limited,1,6663.79,5816.92,Digital,USD
TXN-MV-615566,MVC-00114,2025-07-24,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Limited,1,6584.28,6049.87,Digital,USD
TXN-MV-799425,MVC-00114,2025-07-24,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Signature,1,5647.02,5704.41,Digital,USD
TXN-MV-387552,MVC-00114,2025-04-10,J347,MV Flagship Tokyo,Footwear,MV Footwear Classic,1,16360.38,16767.07,Digital,USD
TXN-MV-325767,MVC-00114,2026-01-25,J347,MV Flagship Tokyo,Jewelry,MV Jewelry Signature,1,2641.94,2482.84,Digital,USD
TXN-MV-490931,MVC-00114,2026-01-25,J347,MV Flagship Tokyo,Jewelry,MV Jewelry Classic,1,2162.09,2421.57,Digital,USD
TXN-MV-411919,MVC-00114,2026-01-25,J347,MV Flagship Tokyo,Jewelry,MV Jewelry Classic,1,2591.64,2177.42,Digital,USD
TXN-MV-226169,MVC-00114,2025-08-22,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Classic,1,13171.25,13354.8,Digital,USD
TXN-MV-283061,MVC-00114,2025-08-22,J347,MV Flagship Tokyo,Small Leather Goods,MV Small Leather Goods Classic,1,10448.4,12619.79,Digital,USD
