transaction_id,client_id,transaction_date,channel,category,product_name,quantity,unit_price,net_sales_amount,primary_category,secondary_category,favorite_product
TXN-MS-563369,MVC-00125,2024-10-14,Boutique,Fragrance,Velours Noir,2,144.1,288.2,Fragrance,Skincare,Éclat de Printemps
TXN-MS-705027,MVC-00125,2025-05-12,Boutique,Skincare,Renaissance Crème Nº1,1,147.72,147.72,Fragrance,Skincare,Éclat de Printemps
TXN-MS-413320,MVC-00126,2025-12-20,Event,Fragrance,Solène Nº3 L'Eau,1,396.29,396.29,Fragrance,Skincare,Velours Noir
TXN-MS-322082,MVC-00126,2023-12-19,Event,Fragrance,Céleste,2,202.94,405.88,Fragrance,Skincare,Velours Noir
TXN-MS-425752,MVC-00127,2025-04-28,Boutique,Body Care,Céleste Body Oil,1,139.65,139.65,Hair Care,Body Care,Sérum Cheveux Éclat
TXN-MS-820715,MVC-00127,2024-09-17,Boutique,Hair Care,Huile de Rose Hair Oil,2,81.2,162.4,Hair Care,Body Care,Sérum Cheveux Éclat
TXN-MS-326138,MVC-00127,2025-03-18,Boutique,Hair Care,Masque Nocturne,1,134.07,134.07,Hair Care,Body Care,Sérum Cheveux Éclat
TXN-MS-353648,MVC-00128,2025-02-17,Boutique,Fragrance,Céleste,1,189.78,189.78,Fragrance,Hair Care,Platine Ardent
TXN-MS-942513,MVC-00128,2024-02-17,Boutique,Fragrance,Cobalt Nuit,2,212.97,425.94,Fragrance,Hair Care,Platine Ardent
TXN-MS-722714,MVC-00129,2024-04-02,Boutique,Body Care,Céleste Body Oil,1,173.0,173.0,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-206665,MVC-00129,2025-01-21,Boutique,Fragrance,Platine Ardent,2,236.11,472.22,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-693782,MVC-00129,2025-12-25,Boutique,Fragrance,Céleste,2,137.17,274.34,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-516069,MVC-00129,2023-04-09,Boutique,Fragrance,Mademoiselle de Solène,2,328.52,657.04,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-223839,MVC-00129,2025-10-02,Boutique,Fragrance,Solène Nº3 L'Eau,2,125.76,251.52,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-523591,MVC-00129,2023-10-09,Boutique,Body Care,Mademoiselle de Solène Body Cream,2,145.77,291.54,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-861495,MVC-00129,2024-03-01,Boutique,Fragrance,Éclat d'Aurore,1,159.9,159.9,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-491769,MVC-00129,2023-06-10,Boutique,Fragrance,Éclat de Printemps,2,223.93,447.86,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-461111,MVC-00130,2024-06-21,Digital,Body Care,Solène Nº3 Body Lotion,1,95.74,95.74,Fragrance,Body Care,Mademoiselle de Solène
TXN-MS-492557,MVC-00131,2024-12-02,Boutique,Skincare,Source Hydra Gel,1,283.98,283.98,Fragrance,Skincare,Cobalt Nuit
TXN-MS-122798,MVC-00132,2024-03-30,Boutique,Skincare,Source Hydra Gel,1,126.43,126.43,Skincare,Fragrance,Renaissance Crème Nº1
TXN-MS-691869,MVC-00133,2024-05-21,Boutique,Makeup,Volume Sculpté Mascara,1,85.46,85.46,Makeup,Body Care,Voile Naturel Foundation
TXN-MS-773258,MVC-00133,2024-02-17,Boutique,Makeup,Ombre Royale Eyeshadow,1,42.34,42.34,Makeup,Body Care,Voile Naturel Foundation
TXN-MS-293710,MVC-00134,2025-08-09,Boutique,Makeup,Rouge Solène Velours,2,117.33,234.66,Makeup,Skincare,Voile Naturel Foundation
TXN-MS-644644,MVC-00134,2023-08-19,Boutique,Makeup,Voile Naturel Foundation,2,52.21,104.42,Makeup,Skincare,Voile Naturel Foundation
TXN-MS-605023,MVC-00134,2025-04-28,Boutique,Makeup,Voile Naturel Foundation,2,58.19,116.38,Makeup,Skincare,Voile Naturel Foundation
TXN-MS-494151,MVC-00134,2024-08-23,Boutique,Makeup,Ombre Royale Eyeshadow,2,88.91,177.82,Makeup,Skincare,Voile Naturel Foundation
TXN-MS-629898,MVC-00135,2025-03-19,Boutique,Fragrance,Solène Nº3,2,203.19,406.38,Fragrance,Body Care,Cobalt Nuit
TXN-MS-610353,MVC-00135,2024-12-23,Boutique,Fragrance,Velours Noir,1,301.3,301.3,Fragrance,Body Care,Cobalt Nuit
TXN-MS-655384,MVC-00135,2025-11-12,Boutique,Fragrance,Cobalt Nuit,2,251.16,502.32,Fragrance,Body Care,Cobalt Nuit
TXN-MS-961493,MVC-00135,2025-04-16,Boutique,Fragrance,Solène Nº3 L'Eau,2,284.74,569.48,Fragrance,Body Care,Cobalt Nuit
TXN-MS-570225,MVC-00136,2025-04-19,Digital,Makeup,Volume Sculpté Mascara,1,54.36,54.36,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-988627,MVC-00136,2025-11-11,Digital,Makeup,Ombre Royale Eyeshadow,1,83.05,83.05,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-517870,MVC-00136,2026-02-06,Digital,Makeup,Volume Sculpté Mascara,1,116.21,116.21,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-442084,MVC-00136,2025-03-29,Digital,Makeup,Volume Sculpté Mascara,1,79.24,79.24,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-352215,MVC-00136,2024-07-28,Digital,Makeup,Ombre Royale Eyeshadow,2,78.44,156.88,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-797448,MVC-00137,2025-09-18,Phone,Skincare,Raffermissant Sérum,2,247.94,495.88,Skincare,Fragrance,Source Hydra Gel
TXN-MS-712568,MVC-00137,2025-07-07,Phone,Skincare,Source Hydra Gel,1,362.23,362.23,Skincare,Fragrance,Source Hydra Gel
TXN-MS-302655,MVC-00137,2025-06-17,Phone,Skincare,Renaissance Crème Nº1,1,366.21,366.21,Skincare,Fragrance,Source Hydra Gel
TXN-MS-157428,MVC-00138,2025-09-17,Boutique,Fragrance,Solène Nº3,2,269.19,538.38,Fragrance,Skincare,Mademoiselle de Solène
TXN-MS-559375,MVC-00138,2025-05-23,Boutique,Fragrance,Velours Noir,2,358.37,716.74,Fragrance,Skincare,Mademoiselle de Solène
TXN-MS-109607,MVC-00138,2026-02-11,Boutique,Skincare,Raffermissant Sérum,1,299.13,299.13,Fragrance,Skincare,Mademoiselle de Solène
TXN-MS-593528,MVC-00139,2026-01-14,Phone,Body Care,Céleste Body Oil,2,158.46,316.92,Hair Care,Body Care,Huile de Rose Hair Oil
TXN-MS-524935,MVC-00139,2025-08-12,Phone,Body Care,Solène Nº3 Body Lotion,1,81.05,81.05,Hair Care,Body Care,Huile de Rose Hair Oil
TXN-MS-999213,MVC-00139,2024-09-13,Phone,Hair Care,Masque Nocturne,2,83.05,166.1,Hair Care,Body Care,Huile de Rose Hair Oil
TXN-MS-407309,MVC-00140,2025-11-15,Boutique,Makeup,Voile Naturel Foundation,1,46.87,46.87,Makeup,Skincare,Lumière Aqua
TXN-MS-759162,MVC-00140,2024-11-21,Boutique,Makeup,Voile Naturel Foundation,1,96.98,96.98,Makeup,Skincare,Lumière Aqua
TXN-MS-793036,MVC-00140,2025-08-27,Boutique,Makeup,Ombre Royale Eyeshadow,2,89.88,179.76,Makeup,Skincare,Lumière Aqua
TXN-MS-557913,MVC-00140,2025-07-03,Boutique,Makeup,Rouge Solène Velours,2,113.66,227.32,Makeup,Skincare,Lumière Aqua
TXN-MS-618148,MVC-00140,2025-12-19,Boutique,Makeup,Rouge Solène Velours,1,102.67,102.67,Makeup,Skincare,Lumière Aqua
TXN-MS-585609,MVC-00140,2024-10-23,Boutique,Skincare,Raffermissant Sérum,2,250.0,500.0,Makeup,Skincare,Lumière Aqua
TXN-MS-292913,MVC-00141,2025-05-02,Boutique,Hair Care,Sérum Cheveux Éclat,1,83.48,83.48,Fragrance,Hair Care,Platine Ardent
TXN-MS-492227,MVC-00142,2024-09-25,Boutique,Fragrance,Solène Nº3,2,198.89,397.78,Fragrance,Hair Care,Éclat de Printemps
TXN-MS-688497,MVC-00142,2024-11-18,Boutique,Fragrance,Platine Ardent,2,228.39,456.78,Fragrance,Hair Care,Éclat de Printemps
TXN-MS-497818,MVC-00142,2025-07-17,Boutique,Hair Care,Huile de Rose Hair Oil,1,141.96,141.96,Fragrance,Hair Care,Éclat de Printemps
TXN-MS-266838,MVC-00142,2026-01-19,Boutique,Fragrance,Éclat de Printemps,1,402.21,402.21,Fragrance,Hair Care,Éclat de Printemps
TXN-MS-162771,MVC-00143,2023-09-27,Boutique,Body Care,Céleste Body Oil,1,69.69,69.69,Body Care,Makeup,Céleste Body Oil
TXN-MS-133423,MVC-00143,2023-11-05,Boutique,Body Care,Solène Nº3 Body Lotion,1,132.09,132.09,Body Care,Makeup,Céleste Body Oil
TXN-MS-477392,MVC-00143,2026-01-12,Boutique,Body Care,Céleste Body Oil,2,97.81,195.62,Body Care,Makeup,Céleste Body Oil
TXN-MS-256949,MVC-00143,2025-07-18,Boutique,Body Care,Mademoiselle de Solène Body Cream,1,94.81,94.81,Body Care,Makeup,Céleste Body Oil
TXN-MS-794617,MVC-00143,2024-01-20,Boutique,Body Care,Céleste Body Oil,1,68.2,68.2,Body Care,Makeup,Céleste Body Oil
TXN-MS-708328,MVC-00143,2023-05-31,Boutique,Body Care,Céleste Body Oil,2,88.93,177.86,Body Care,Makeup,Céleste Body Oil
TXN-MS-649843,MVC-00143,2024-07-06,Boutique,Body Care,Mademoiselle de Solène Body Cream,1,103.0,103.0,Body Care,Makeup,Céleste Body Oil
TXN-MS-316336,MVC-00143,2024-07-25,Boutique,Body Care,Céleste Body Oil,2,157.56,315.12,Body Care,Makeup,Céleste Body Oil
TXN-MS-893717,MVC-00144,2024-12-08,Digital,Skincare,Source Hydra Gel,2,347.77,695.54,Fragrance,Skincare,Velours Noir
TXN-MS-588887,MVC-00144,2024-04-03,Digital,Fragrance,Solène Nº3 L'Eau,1,152.11,152.11,Fragrance,Skincare,Velours Noir
TXN-MS-990576,MVC-00144,2023-06-20,Digital,Fragrance,Cobalt Nuit,2,394.43,788.86,Fragrance,Skincare,Velours Noir
TXN-MS-731135,MVC-00144,2025-01-10,Digital,Fragrance,Empire Homme,1,289.19,289.19,Fragrance,Skincare,Velours Noir
TXN-MS-649934,MVC-00144,2023-06-28,Digital,Fragrance,Éclat de Printemps,2,292.1,584.2,Fragrance,Skincare,Velours Noir
TXN-MS-405151,MVC-00145,2023-10-09,Digital,Makeup,Voile Naturel Foundation,2,113.75,227.5,Skincare,Makeup,Raffermissant Sérum
TXN-MS-286064,MVC-00146,2024-12-11,Boutique,Makeup,Volume Sculpté Mascara,2,113.76,227.52,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-186095,MVC-00146,2024-08-02,Boutique,Makeup,Lumière Aqua,1,71.11,71.11,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-820719,MVC-00146,2023-11-19,Boutique,Hair Care,Sérum Cheveux Éclat,1,78.01,78.01,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-818774,MVC-00146,2023-04-29,Boutique,Makeup,Voile Naturel Foundation,1,76.68,76.68,Makeup,Hair Care,Volume Sculpté Mascara
TXN-MS-245110,MVC-00147,2023-06-22,Boutique,Fragrance,Mademoiselle de Solène,1,325.63,325.63,Fragrance,Body Care,Empire Homme
TXN-MS-245209,MVC-00147,2023-06-09,Boutique,Fragrance,Mademoiselle de Solène,1,222.37,222.37,Fragrance,Body Care,Empire Homme
TXN-MS-133605,MVC-00147,2026-01-26,Boutique,Fragrance,Céleste,2,234.98,469.96,Fragrance,Body Care,Empire Homme
TXN-MS-273193,MVC-00147,2025-01-16,Boutique,Fragrance,Mademoiselle de Solène,2,334.52,669.04,Fragrance,Body Care,Empire Homme
TXN-MS-622357,MVC-00147,2024-07-06,Boutique,Fragrance,Éclat de Printemps,2,349.92,699.84,Fragrance,Body Care,Empire Homme
TXN-MS-284450,MVC-00148,2025-03-12,Digital,Skincare,Renaissance Crème Nº1,1,305.27,305.27,Skincare,Hair Care,Renaissance Crème Nº1
TXN-MS-400877,MVC-00148,2024-11-23,Digital,Hair Care,Masque Nocturne,1,52.66,52.66,Skincare,Hair Care,Renaissance Crème Nº1
TXN-MS-369049,MVC-00149,2025-03-07,Boutique,Skincare,Éternelle Crème,2,128.23,256.46,Body Care,Skincare,Solène Nº3 Body Lotion
TXN-MS-181398,MVC-00149,2025-03-13,Boutique,Body Care,Solène Nº3 Body Lotion,1,179.58,179.58,Body Care,Skincare,Solène Nº3 Body Lotion
TXN-MS-671221,MVC-00150,2023-12-21,Boutique,Hair Care,Huile de Rose Hair Oil,1,64.03,64.03,Fragrance,Hair Care,Solène Nº3
TXN-MS-347590,MVC-00151,2025-09-13,Digital,Fragrance,Solène Nº3 L'Eau,2,334.58,669.16,Fragrance,Makeup,Empire Homme
TXN-MS-180905,MVC-00151,2023-08-01,Digital,Makeup,Volume Sculpté Mascara,1,67.43,67.43,Fragrance,Makeup,Empire Homme
TXN-MS-672026,MVC-00151,2025-03-02,Digital,Fragrance,Cobalt Nuit,2,348.62,697.24,Fragrance,Makeup,Empire Homme
TXN-MS-256506,MVC-00152,2024-12-11,Boutique,Fragrance,Mademoiselle de Solène,1,393.46,393.46,Fragrance,Skincare,Solène Nº3 L'Eau
TXN-MS-871173,MVC-00152,2025-07-22,Boutique,Skincare,Raffermissant Sérum,1,362.62,362.62,Fragrance,Skincare,Solène Nº3 L'Eau
TXN-MS-216463,MVC-00153,2026-01-25,Boutique,Skincare,Source Hydra Gel,2,243.04,486.08,Skincare,Hair Care,Bouclier Jour SPF50
TXN-MS-572417,MVC-00153,2025-04-13,Boutique,Hair Care,Masque Nocturne,2,96.74,193.48,Skincare,Hair Care,Bouclier Jour SPF50
TXN-MS-982532,MVC-00153,2025-03-08,Boutique,Skincare,Bouclier Jour SPF50,1,291.04,291.04,Skincare,Hair Care,Bouclier Jour SPF50
TXN-MS-441709,MVC-00154,2025-03-12,Boutique,Skincare,Raffermissant Sérum,2,170.13,340.26,Fragrance,Skincare,Céleste
TXN-MS-980435,MVC-00154,2025-10-03,Boutique,Fragrance,Solène Nº3 L'Eau,1,140.82,140.82,Fragrance,Skincare,Céleste
TXN-MS-321134,MVC-00154,2024-12-29,Boutique,Fragrance,Éclat d'Aurore,2,360.12,720.24,Fragrance,Skincare,Céleste
TXN-MS-432706,MVC-00155,2025-07-09,Event,Fragrance,Cobalt Nuit,2,167.19,334.38,Fragrance,Makeup,Éclat de Printemps
TXN-MS-653984,MVC-00156,2025-02-21,Boutique,Makeup,Volume Sculpté Mascara,2,115.66,231.32,Fragrance,Makeup,Platine Ardent
TXN-MS-939192,MVC-00156,2025-01-16,Boutique,Fragrance,Céleste,1,332.62,332.62,Fragrance,Makeup,Platine Ardent
TXN-MS-627879,MVC-00156,2025-03-30,Boutique,Fragrance,Empire Homme,2,286.44,572.88,Fragrance,Makeup,Platine Ardent
TXN-MS-466972,MVC-00157,2024-05-08,Boutique,Makeup,Voile Naturel Foundation,2,94.5,189.0,Makeup,Skincare,Rouge Solène Velours
TXN-MS-507758,MVC-00157,2023-02-11,Boutique,Skincare,Source Hydra Gel,1,270.15,270.15,Makeup,Skincare,Rouge Solène Velours
TXN-MS-953641,MVC-00157,2023-11-16,Boutique,Makeup,Rouge Solène Velours,2,53.84,107.68,Makeup,Skincare,Rouge Solène Velours
TXN-MS-555814,MVC-00158,2025-06-15,Boutique,Body Care,Céleste Body Oil,1,63.72,63.72,Fragrance,Body Care,Solène Nº3 L'Eau
TXN-MS-706926,MVC-00159,2025-07-13,Digital,Fragrance,Solène Nº3 L'Eau,2,132.56,265.12,Fragrance,Body Care,Cobalt Nuit
TXN-MS-795236,MVC-00159,2024-09-04,Digital,Body Care,Céleste Body Oil,2,135.68,271.36,Fragrance,Body Care,Cobalt Nuit
TXN-MS-298082,MVC-00159,2025-06-02,Digital,Fragrance,Céleste,1,223.65,223.65,Fragrance,Body Care,Cobalt Nuit
TXN-MS-226592,MVC-00159,2025-08-09,Digital,Body Care,Mademoiselle de Solène Body Cream,1,68.78,68.78,Fragrance,Body Care,Cobalt Nuit
TXN-MS-663695,MVC-00160,2025-07-07,Boutique,Fragrance,Éclat de Printemps,1,408.16,408.16,Fragrance,Makeup,Solène Nº3
TXN-MS-886222,MVC-00160,2025-01-18,Boutique,Fragrance,Éclat de Printemps,1,227.68,227.68,Fragrance,Makeup,Solène Nº3
TXN-MS-502109,MVC-00160,2025-02-01,Boutique,Fragrance,Platine Ardent,2,190.51,381.02,Fragrance,Makeup,Solène Nº3
TXN-MS-174327,MVC-00161,2025-09-08,Boutique,Skincare,Renaissance Crème Nº1,2,167.44,334.88,Skincare,Body Care,Bouclier Jour SPF50
TXN-MS-593002,MVC-00162,2024-04-08,Boutique,Makeup,Rouge Solène Velours,2,109.16,218.32,Fragrance,Makeup,Platine Ardent
TXN-MS-692718,MVC-00162,2025-04-26,Boutique,Fragrance,Cobalt Nuit,2,362.65,725.3,Fragrance,Makeup,Platine Ardent
TXN-MS-928946,MVC-00163,2024-03-13,Boutique,Hair Care,Masque Nocturne,1,69.15,69.15,Fragrance,Hair Care,Platine Ardent
TXN-MS-584492,MVC-00163,2025-01-06,Boutique,Fragrance,Éclat de Printemps,2,340.87,681.74,Fragrance,Hair Care,Platine Ardent
TXN-MS-227002,MVC-00163,2025-02-13,Boutique,Hair Care,Huile de Rose Hair Oil,1,96.48,96.48,Fragrance,Hair Care,Platine Ardent
TXN-MS-456799,MVC-00164,2024-08-05,Boutique,Fragrance,Empire Homme,2,135.96,271.92,Fragrance,Skincare,Platine Ardent
TXN-MS-922707,MVC-00164,2024-08-02,Boutique,Fragrance,Céleste,2,157.99,315.98,Fragrance,Skincare,Platine Ardent
TXN-MS-192290,MVC-00164,2025-09-26,Boutique,Skincare,Raffermissant Sérum,2,126.34,252.68,Fragrance,Skincare,Platine Ardent
TXN-MS-915714,MVC-00164,2025-06-29,Boutique,Skincare,Source Hydra Gel,2,262.53,525.06,Fragrance,Skincare,Platine Ardent
TXN-MS-589484,MVC-00165,2025-08-20,Boutique,Body Care,Solène Nº3 Body Lotion,2,124.42,248.84,Hair Care,Body Care,Masque Nocturne
TXN-MS-531735,MVC-00165,2025-06-10,Boutique,Body Care,Céleste Body Oil,2,147.84,295.68,Hair Care,Body Care,Masque Nocturne
TXN-MS-118189,MVC-00165,2023-11-21,Boutique,Hair Care,Sérum Cheveux Éclat,1,100.5,100.5,Hair Care,Body Care,Masque Nocturne
TXN-MS-322012,MVC-00165,2023-03-31,Boutique,Body Care,Mademoiselle de Solène Body Cream,1,160.43,160.43,Hair Care,Body Care,Masque Nocturne
TXN-MS-867204,MVC-00165,2025-09-14,Boutique,Hair Care,Masque Nocturne,2,101.06,202.12,Hair Care,Body Care,Masque Nocturne
TXN-MS-299729,MVC-00165,2023-10-06,Boutique,Hair Care,Masque Nocturne,1,74.03,74.03,Hair Care,Body Care,Masque Nocturne
TXN-MS-334045,MVC-00165,2024-03-24,Boutique,Hair Care,Sérum Cheveux Éclat,1,144.15,144.15,Hair Care,Body Care,Masque Nocturne
TXN-MS-319233,MVC-00165,2025-11-29,Boutique,Hair Care,Huile de Rose Hair Oil,1,114.22,114.22,Hair Care,Body Care,Masque Nocturne
TXN-MS-224369,MVC-00165,2024-07-14,Boutique,Hair Care,Huile de Rose Hair Oil,2,61.56,123.12,Hair Care,Body Care,Masque Nocturne
TXN-MS-954226,MVC-00165,2025-11-09,Boutique,Hair Care,Masque Nocturne,2,96.18,192.36,Hair Care,Body Care,Masque Nocturne
TXN-MS-119920,MVC-00165,2025-09-01,Boutique,Hair Care,Sérum Cheveux Éclat,1,115.15,115.15,Hair Care,Body Care,Masque Nocturne
TXN-MS-270581,MVC-00166,2025-10-23,Phone,Makeup,Rouge Solène Velours,2,82.37,164.74,Makeup,Body Care,Voile Naturel Foundation
TXN-MS-416020,MVC-00166,2024-11-19,Phone,Makeup,Voile Naturel Foundation,1,89.85,89.85,Makeup,Body Care,Voile Naturel Foundation
TXN-MS-336236,MVC-00167,2024-08-16,Boutique,Skincare,Source Hydra Gel,2,371.16,742.32,Skincare,Fragrance,Éternelle Crème
TXN-MS-779999,MVC-00168,2024-07-07,Digital,Body Care,Solène Nº3 Body Lotion,1,136.0,136.0,Hair Care,Body Care,Sérum Cheveux Éclat
TXN-MS-444451,MVC-00169,2025-09-28,Boutique,Fragrance,Solène Nº3 L'Eau,2,351.7,703.4,Fragrance,Skincare,Éclat de Printemps
TXN-MS-871120,MVC-00170,2025-05-12,Event,Fragrance,Velours Noir,1,398.69,398.69,Fragrance,Body Care,Mademoiselle de Solène
TXN-MS-387955,MVC-00171,2024-12-18,Boutique,Makeup,Ombre Royale Eyeshadow,2,44.34,88.68,Body Care,Makeup,Céleste Body Oil
TXN-MS-800055,MVC-00171,2025-04-20,Boutique,Body Care,Céleste Body Oil,1,98.36,98.36,Body Care,Makeup,Céleste Body Oil
TXN-MS-849637,MVC-00171,2025-02-19,Boutique,Body Care,Mademoiselle de Solène Body Cream,2,89.35,178.7,Body Care,Makeup,Céleste Body Oil
TXN-MS-746067,MVC-00171,2025-06-02,Boutique,Makeup,Volume Sculpté Mascara,1,115.28,115.28,Body Care,Makeup,Céleste Body Oil
TXN-MS-575603,MVC-00171,2025-03-20,Boutique,Body Care,Solène Nº3 Body Lotion,2,148.78,297.56,Body Care,Makeup,Céleste Body Oil
TXN-MS-793218,MVC-00172,2024-07-01,Boutique,Fragrance,Solène Nº3 L'Eau,2,194.88,389.76,Fragrance,Hair Care,Empire Homme
TXN-MS-462806,MVC-00173,2024-06-24,Digital,Skincare,Raffermissant Sérum,1,137.78,137.78,Skincare,Hair Care,Raffermissant Sérum
TXN-MS-182852,MVC-00174,2025-06-16,Boutique,Hair Care,Huile de Rose Hair Oil,1,97.3,97.3,Hair Care,Makeup,Masque Nocturne
TXN-MS-778727,MVC-00174,2025-07-18,Boutique,Hair Care,Huile de Rose Hair Oil,1,137.84,137.84,Hair Care,Makeup,Masque Nocturne
TXN-MS-555370,MVC-00175,2024-09-18,Boutique,Skincare,Source Hydra Gel,1,334.79,334.79,Skincare,Fragrance,Éternelle Crème
TXN-MS-111204,MVC-00176,2024-12-02,Boutique,Skincare,Source Hydra Gel,2,264.87,529.74,Skincare,Body Care,Renaissance Crème Nº1
TXN-MS-677400,MVC-00177,2024-04-24,Boutique,Fragrance,Mademoiselle de Solène,1,145.48,145.48,Fragrance,Hair Care,Solène Nº3
TXN-MS-418998,MVC-00178,2024-03-02,Boutique,Makeup,Ombre Royale Eyeshadow,2,65.06,130.12,Skincare,Makeup,Éternelle Crème
TXN-MS-437406,MVC-00178,2024-07-15,Boutique,Skincare,Éternelle Crème,2,86.71,173.42,Skincare,Makeup,Éternelle Crème
TXN-MS-706342,MVC-00178,2024-07-19,Boutique,Makeup,Ombre Royale Eyeshadow,2,55.86,111.72,Skincare,Makeup,Éternelle Crème
TXN-MS-641074,MVC-00178,2024-04-19,Boutique,Skincare,Bouclier Jour SPF50,1,202.42,202.42,Skincare,Makeup,Éternelle Crème
TXN-MS-671967,MVC-00178,2025-11-05,Boutique,Skincare,Source Hydra Gel,2,175.93,351.86,Skincare,Makeup,Éternelle Crème
TXN-MS-393356,MVC-00179,2023-11-03,Digital,Skincare,Raffermissant Sérum,2,277.87,555.74,Skincare,Body Care,Éternelle Crème
TXN-MS-454766,MVC-00180,2025-01-18,Digital,Fragrance,Platine Ardent,1,387.26,387.26,Fragrance,Makeup,Solène Nº3 L'Eau
TXN-MS-938608,MVC-00180,2025-07-12,Digital,Fragrance,Céleste,1,136.34,136.34,Fragrance,Makeup,Solène Nº3 L'Eau
TXN-MS-525423,MVC-00181,2024-12-17,Boutique,Makeup,Volume Sculpté Mascara,2,102.17,204.34,Makeup,Body Care,Lumière Aqua
TXN-MS-631583,MVC-00181,2025-03-22,Boutique,Makeup,Lumière Aqua,1,89.37,89.37,Makeup,Body Care,Lumière Aqua
TXN-MS-189593,MVC-00182,2023-11-12,Boutique,Fragrance,Velours Noir,1,394.45,394.45,Fragrance,Hair Care,Solène Nº3
TXN-MS-630657,MVC-00183,2024-06-18,Boutique,Skincare,Éternelle Crème,2,360.73,721.46,Skincare,Hair Care,Bouclier Jour SPF50
TXN-MS-244373,MVC-00183,2024-07-12,Boutique,Skincare,Source Hydra Gel,1,254.88,254.88,Skincare,Hair Care,Bouclier Jour SPF50
TXN-MS-190205,MVC-00183,2025-05-07,Boutique,Skincare,Bouclier Jour SPF50,2,106.68,213.36,Skincare,Hair Care,Bouclier Jour SPF50
TXN-MS-398309,MVC-00183,2025-04-26,Boutique,Skincare,Renaissance Crème Nº1,1,115.76,115.76,Skincare,Hair Care,Bouclier Jour SPF50
TXN-MS-169257,MVC-00183,2024-01-24,Boutique,Skincare,Source Hydra Gel,2,341.52,683.04,Skincare,Hair Care,Bouclier Jour SPF50
TXN-MS-626354,MVC-00184,2024-11-11,Boutique,Makeup,Lumière Aqua,1,48.44,48.44,Makeup,Hair Care,Ombre Royale Eyeshadow
TXN-MS-129643,MVC-00184,2024-08-24,Boutique,Makeup,Rouge Solène Velours,1,41.44,41.44,Makeup,Hair Care,Ombre Royale Eyeshadow
TXN-MS-974004,MVC-00184,2023-03-17,Boutique,Hair Care,Huile de Rose Hair Oil,1,72.77,72.77,Makeup,Hair Care,Ombre Royale Eyeshadow
TXN-MS-367665,MVC-00184,2024-01-25,Boutique,Hair Care,Masque Nocturne,1,132.46,132.46,Makeup,Hair Care,Ombre Royale Eyeshadow
TXN-MS-214234,MVC-00184,2023-03-02,Boutique,Makeup,Voile Naturel Foundation,1,106.77,106.77,Makeup,Hair Care,Ombre Royale Eyeshadow
TXN-MS-708407,MVC-00184,2025-02-10,Boutique,Makeup,Volume Sculpté Mascara,1,109.15,109.15,Makeup,Hair Care,Ombre Royale Eyeshadow
TXN-MS-402606,MVC-00184,2023-12-18,Boutique,Makeup,Ombre Royale Eyeshadow,2,115.12,230.24,Makeup,Hair Care,Ombre Royale Eyeshadow
TXN-MS-495751,MVC-00184,2024-07-09,Boutique,Makeup,Ombre Royale Eyeshadow,2,116.05,232.1,Makeup,Hair Care,Ombre Royale Eyeshadow
TXN-MS-546985,MVC-00185,2025-03-22,Digital,Hair Care,Sérum Cheveux Éclat,2,138.19,276.38,Skincare,Hair Care,Raffermissant Sérum
TXN-MS-316382,MVC-00186,2025-12-16,Boutique,Makeup,Lumière Aqua,1,112.31,112.31,Skincare,Makeup,Renaissance Crème Nº1
TXN-MS-611062,MVC-00186,2025-09-17,Boutique,Makeup,Volume Sculpté Mascara,2,100.81,201.62,Skincare,Makeup,Renaissance Crème Nº1
TXN-MS-878180,MVC-00186,2025-03-20,Boutique,Makeup,Volume Sculpté Mascara,2,48.34,96.68,Skincare,Makeup,Renaissance Crème Nº1
TXN-MS-635720,MVC-00186,2026-02-13,Boutique,Skincare,Éternelle Crème,1,289.2,289.2,Skincare,Makeup,Renaissance Crème Nº1
TXN-MS-464425,MVC-00186,2025-06-20,Boutique,Skincare,Bouclier Jour SPF50,2,346.4,692.8,Skincare,Makeup,Renaissance Crème Nº1
TXN-MS-669850,MVC-00187,2023-04-26,Boutique,Makeup,Volume Sculpté Mascara,2,90.8,181.6,Makeup,Skincare,Rouge Solène Velours
TXN-MS-503738,MVC-00188,2024-10-16,Boutique,Makeup,Ombre Royale Eyeshadow,1,72.91,72.91,Makeup,Skincare,Ombre Royale Eyeshadow
TXN-MS-807863,MVC-00189,2026-01-08,Boutique,Hair Care,Masque Nocturne,1,136.93,136.93,Fragrance,Hair Care,Empire Homme
